Route,LineType,DayofWeek,Boardings,Year,FID2
13,Community,Weekday,3023,2006,1
14,Community,Weekday,0,2006,2
16,Community,Weekday,1990,2006,3
17,Community,Weekday,1488,2006,4
18,Community,Weekday,0,2006,5
19,Community,Weekday,1898,2006,6
32,Community,Weekday,10393,2006,7
34,Community,Weekday,3132,2006,8
37,Community,Weekday,2559,2006,9
39,Community,Weekday,5216,2006,10
42,Community,Weekday,0,2006,11
45,Community,Weekday,413,2006,12
48,Community,Weekday,2577,2006,13
49,Community,Weekday,3085,2006,14
65,Community,Weekday,9108,2006,15
88,Community,Weekday,5253,2006,16
13,Community,Saturday,928,2006,17
14,Community,Saturday,0,2006,18
16,Community,Saturday,0,2006,19
17,Community,Saturday,861,2006,20
18,Community,Saturday,0,2006,21
19,Community,Saturday,809,2006,22
32,Community,Saturday,3188,2006,23
34,Community,Saturday,1402,2006,24
37,Community,Saturday,948,2006,25
39,Community,Saturday,3256,2006,26
42,Community,Saturday,0,2006,27
45,Community,Saturday,273,2006,28
48,Community,Saturday,1764,2006,29
49,Community,Saturday,1824,2006,30
65,Community,Saturday,3322,2006,31
88,Community,Saturday,1075,2006,32
13,Community,Sunday,942,2006,33
14,Community,Sunday,0,2006,34
16,Community,Sunday,0,2006,35
17,Community,Sunday,698,2006,36
18,Community,Sunday,0,2006,37
19,Community,Sunday,716,2006,38
32,Community,Sunday,0,2006,39
34,Community,Sunday,0,2006,40
37,Community,Sunday,0,2006,41
39,Community,Sunday,3132,2006,42
42,Community,Sunday,0,2006,43
45,Community,Sunday,286,2006,44
48,Community,Sunday,1251,2006,45
49,Community,Sunday,1473,2006,46
65,Community,Sunday,2363,2006,47
88,Community,Sunday,0,2006,48
22,Core,Weekday,189829,2006,49
23,Core,Weekday,68323,2006,50
323,Core,Sunday,0,2006,51
522,Core,Sunday,0,2006,52
101,Express,Weekday,1064,2006,53
102,Express,Weekday,1349,2006,54
103,Express,Weekday,1208,2006,55
104,Express,Weekday,881,2006,56
120,Express,Weekday,927,2006,57
121,Express,Weekday,2034,2006,58
122,Express,Weekday,385,2006,59
140,Express,Weekday,1587,2006,60
168,Express,Weekday,0,2006,61
180,Express,Weekday,20003,2006,62
181,Express,Weekday,0,2006,63
182,Express,Weekday,983,2006,64
185,Express,Weekday,0,2006,65
101,Express,Saturday,0,2006,66
102,Express,Saturday,0,2006,67
103,Express,Saturday,0,2006,68
104,Express,Saturday,0,2006,69
120,Express,Saturday,0,2006,70
121,Express,Saturday,0,2006,71
122,Express,Saturday,0,2006,72
140,Express,Saturday,0,2006,73
168,Express,Saturday,0,2006,74
180,Express,Saturday,13576,2006,75
181,Express,Saturday,0,2006,76
182,Express,Saturday,0,2006,77
101,Express,Sunday,0,2006,78
102,Express,Sunday,0,2006,79
103,Express,Sunday,0,2006,80
104,Express,Sunday,0,2006,81
120,Express,Sunday,0,2006,82
121,Express,Sunday,0,2006,83
122,Express,Sunday,0,2006,84
140,Express,Sunday,0,2006,85
168,Express,Sunday,0,2006,86
180,Express,Sunday,10629,2006,87
181,Express,Sunday,0,2006,88
182,Express,Sunday,0,2006,89
304,Limited,Weekday,2619,2006,90
321,Limited,Weekday,370,2006,91
328,Limited,Weekday,318,2006,92
330,Limited,Weekday,1323,2006,93
304,Limited,Saturday,0,2006,94
321,Limited,Saturday,0,2006,95
328,Limited,Saturday,0,2006,96
330,Limited,Saturday,0,2006,97
304,Limited,Sunday,0,2006,98
321,Limited,Sunday,0,2006,99
328,Limited,Sunday,0,2006,100
330,Limited,Sunday,0,2006,101
10,Local,Weekday,16149,2006,102
27,Local,Weekday,13634,2006,103
31,Local,Weekday,16543,2006,104
35,Local,Weekday,17014,2006,105
40,Local,Weekday,6091,2006,106
46,Local,Weekday,8947,2006,107
47,Local,Weekday,12115,2006,108
52,Local,Weekday,3746,2006,109
53,Local,Weekday,7819,2006,110
54,Local,Weekday,13538,2006,111
57,Local,Weekday,14499,2006,112
58,Local,Weekday,16018,2006,113
63,Local,Weekday,10956,2006,114
81,Local,Weekday,38761,2006,115
82,Local,Weekday,18164,2006,116
89,Local,Weekday,0,2006,117
201,Local,Weekday,0,2006,118
10,Local,Saturday,11472,2006,119
27,Local,Saturday,7091,2006,120
31,Local,Saturday,8090,2006,121
35,Local,Saturday,11046,2006,122
40,Local,Saturday,3706,2006,123
46,Local,Saturday,2222,2006,124
47,Local,Saturday,6959,2006,125
52,Local,Saturday,0,2006,126
53,Local,Saturday,0,2006,127
54,Local,Saturday,5211,2006,128
57,Local,Saturday,5794,2006,129
58,Local,Saturday,5903,2006,130
63,Local,Saturday,3588,2006,131
81,Local,Saturday,16090,2006,132
82,Local,Saturday,7819,2006,133
89,Local,Saturday,0,2006,134
201,Local,Saturday,0,2006,135
10,Local,Sunday,12553,2006,136
27,Local,Sunday,4450,2006,137
31,Local,Sunday,6272,2006,138
35,Local,Sunday,5350,2006,139
40,Local,Sunday,2313,2006,140
46,Local,Sunday,1581,2006,141
47,Local,Sunday,4206,2006,142
52,Local,Sunday,0,2006,143
53,Local,Sunday,0,2006,144
54,Local,Sunday,3772,2006,145
57,Local,Sunday,4347,2006,146
58,Local,Sunday,4594,2006,147
63,Local,Sunday,2610,2006,148
81,Local,Sunday,12760,2006,149
82,Local,Sunday,6188,2006,150
25,Core,Weekday,78045,2006,151
26,Core,Weekday,44323,2006,152
55,Core,Weekday,30051,2006,153
60,Core,Weekday,27780,2006,154
61,Core,Weekday,0,2006,155
62,Core,Weekday,33511,2006,156
64,Core,Weekday,34338,2006,157
66,Core,Weekday,61516,2006,158
68,Core,Weekday,56003,2006,159
70,Core,Weekday,69343,2006,160
71,Core,Weekday,22553,2006,161
72,Core,Weekday,35594,2006,162
73,Core,Weekday,24616,2006,163
77,Core,Weekday,21604,2006,164
323,Core,Weekday,0,2006,165
522,Core,Weekday,65502,2006,166
22,Core,Saturday,129402,2006,167
23,Core,Saturday,44009,2006,168
25,Core,Saturday,48704,2006,169
26,Core,Saturday,25696,2006,170
55,Core,Saturday,9298,2006,171
60,Core,Saturday,15130,2006,172
61,Core,Saturday,0,2006,173
62,Core,Saturday,16512,2006,174
64,Core,Saturday,23533,2006,175
66,Core,Saturday,34781,2006,176
68,Core,Saturday,35175,2006,177
70,Core,Saturday,42583,2006,178
71,Core,Saturday,12511,2006,179
72,Core,Saturday,15956,2006,180
73,Core,Saturday,9541,2006,181
77,Core,Saturday,13667,2006,182
323,Core,Saturday,0,2006,183
522,Core,Saturday,43652,2006,184
22,Core,Sunday,128411,2006,185
23,Core,Sunday,34628,2006,186
25,Core,Sunday,38011,2006,187
26,Core,Sunday,21526,2006,188
55,Core,Sunday,6602,2006,189
60,Core,Sunday,11563,2006,190
61,Core,Sunday,0,2006,191
62,Core,Sunday,13008,2006,192
64,Core,Sunday,22596,2006,193
66,Core,Sunday,29115,2006,194
68,Core,Sunday,29785,2006,195
70,Core,Sunday,34160,2006,196
71,Core,Sunday,8511,2006,197
72,Core,Sunday,13837,2006,198
73,Core,Sunday,5936,2006,199
77,Core,Sunday,11699,2006,200
60,Core,Weekday,28196,2007,201
17,Community,Weekday,1135,2007,202
61,Core,Weekday,0,2007,203
62,Core,Weekday,31092,2007,204
64,Core,Weekday,32250,2007,205
66,Core,Weekday,60606,2007,206
68,Core,Weekday,57978,2007,207
70,Core,Weekday,67930,2007,208
71,Core,Weekday,21974,2007,209
72,Core,Weekday,34745,2007,210
73,Core,Weekday,24387,2007,211
77,Core,Weekday,21311,2007,212
323,Core,Weekday,0,2007,213
522,Core,Weekday,71941,2007,214
22,Core,Saturday,140950,2007,215
23,Core,Saturday,45164,2007,216
25,Core,Saturday,48547,2007,217
26,Core,Saturday,27913,2007,218
55,Core,Saturday,9798,2007,219
60,Core,Saturday,16012,2007,220
61,Core,Saturday,0,2007,221
62,Core,Saturday,16221,2007,222
64,Core,Saturday,23258,2007,223
66,Core,Saturday,37119,2007,224
68,Core,Saturday,37849,2007,225
70,Core,Saturday,42663,2007,226
71,Core,Saturday,12580,2007,227
72,Core,Saturday,16722,2007,228
73,Core,Saturday,9700,2007,229
77,Core,Saturday,14250,2007,230
323,Core,Saturday,0,2007,231
522,Core,Saturday,46223,2007,232
22,Core,Sunday,141667,2007,233
23,Core,Sunday,34435,2007,234
25,Core,Sunday,39096,2007,235
26,Core,Sunday,24210,2007,236
55,Core,Sunday,6677,2007,237
60,Core,Sunday,13023,2007,238
61,Core,Sunday,0,2007,239
62,Core,Sunday,12870,2007,240
64,Core,Sunday,24122,2007,241
66,Core,Sunday,31153,2007,242
68,Core,Sunday,32867,2007,243
70,Core,Sunday,35463,2007,244
71,Core,Sunday,9238,2007,245
72,Core,Sunday,14489,2007,246
73,Core,Sunday,6317,2007,247
77,Core,Sunday,12474,2007,248
323,Core,Sunday,0,2007,249
522,Core,Sunday,0,2007,250
101,Express,Weekday,1140,2007,251
18,Community,Weekday,984,2007,252
19,Community,Weekday,1884,2007,253
32,Community,Weekday,10651,2007,254
34,Community,Weekday,3185,2007,255
37,Community,Weekday,2470,2007,256
39,Community,Weekday,5043,2007,257
42,Community,Weekday,0,2007,258
45,Community,Weekday,0,2007,259
48,Community,Weekday,5194,2007,260
49,Community,Weekday,6296,2007,261
65,Community,Weekday,8803,2007,262
88,Community,Weekday,5644,2007,263
13,Community,Saturday,1000,2007,264
14,Community,Saturday,286,2007,265
16,Community,Saturday,0,2007,266
17,Community,Saturday,686,2007,267
18,Community,Saturday,56,2007,268
19,Community,Saturday,819,2007,269
32,Community,Saturday,3306,2007,270
34,Community,Saturday,1583,2007,271
37,Community,Saturday,890,2007,272
39,Community,Saturday,3164,2007,273
42,Community,Saturday,0,2007,274
45,Community,Saturday,0,2007,275
48,Community,Saturday,3856,2007,276
49,Community,Saturday,4119,2007,277
65,Community,Saturday,2961,2007,278
88,Community,Saturday,1211,2007,279
13,Community,Sunday,825,2007,280
14,Community,Sunday,254,2007,281
16,Community,Sunday,0,2007,282
17,Community,Sunday,632,2007,283
18,Community,Sunday,50,2007,284
19,Community,Sunday,762,2007,285
32,Community,Sunday,0,2007,286
34,Community,Sunday,0,2007,287
37,Community,Sunday,0,2007,288
39,Community,Sunday,2745,2007,289
42,Community,Sunday,0,2007,290
45,Community,Sunday,0,2007,291
48,Community,Sunday,3395,2007,292
49,Community,Sunday,3718,2007,293
65,Community,Sunday,2360,2007,294
88,Community,Sunday,0,2007,295
22,Core,Weekday,199579,2007,296
23,Core,Weekday,68642,2007,297
25,Core,Weekday,76850,2007,298
67,Out of Service,Saturday,0,2006,299
26,Core,Weekday,46481,2007,300
55,Core,Weekday,29138,2007,301
76,Out of Service,Saturday,0,2006,302
85,Out of Service,Saturday,0,2006,303
141,Out of Service,Saturday,1505,2006,304
202,Out of Service,Saturday,0,2006,305
203,Out of Service,Saturday,0,2006,306
231,Out of Service,Saturday,0,2006,307
251,Out of Service,Saturday,0,2006,308
252,Out of Service,Saturday,0,2006,309
253,Out of Service,Saturday,0,2006,310
254,Out of Service,Saturday,0,2006,311
255,Out of Service,Saturday,0,2006,312
256,Out of Service,Saturday,0,2006,313
305,Out of Service,Saturday,0,2006,314
903,Out of Service,Saturday,0,2006,315
920,Out of Service,Saturday,0,2006,316
11,Out of Service,Sunday,0,2006,317
12,Out of Service,Sunday,11211,2006,318
15,Out of Service,Sunday,0,2006,319
33,Out of Service,Sunday,2265,2006,320
36,Out of Service,Sunday,8906,2006,321
38,Out of Service,Sunday,0,2006,322
41,Out of Service,Sunday,0,2006,323
43,Out of Service,Sunday,0,2006,324
44,Out of Service,Sunday,0,2006,325
51,Out of Service,Sunday,0,2006,326
59,Out of Service,Sunday,0,2006,327
67,Out of Service,Sunday,0,2006,328
76,Out of Service,Sunday,0,2006,329
85,Out of Service,Sunday,0,2006,330
141,Out of Service,Sunday,425,2006,331
202,Out of Service,Sunday,0,2006,332
203,Out of Service,Sunday,0,2006,333
231,Out of Service,Sunday,0,2006,334
251,Out of Service,Sunday,0,2006,335
252,Out of Service,Sunday,0,2006,336
253,Out of Service,Sunday,0,2006,337
254,Out of Service,Sunday,0,2006,338
255,Out of Service,Sunday,0,2006,339
256,Out of Service,Sunday,0,2006,340
261,Out of Service,Sunday,0,2006,341
305,Out of Service,Sunday,0,2006,342
903,Out of Service,Sunday,0,2006,343
920,Out of Service,Sunday,0,2006,344
200,Other,Weekday,0,2006,345
200,Other,Saturday,0,2006,346
200,Other,Sunday,0,2006,347
13,Community,Weekday,2798,2007,348
14,Community,Weekday,389,2007,349
16,Community,Weekday,2049,2007,350
89,Local,Sunday,0,2006,351
201,Local,Sunday,0,2006,352
900,LRT,Weekday,0,2006,353
901,LRT,Weekday,0,2006,354
902,LRT,Weekday,0,2006,355
900,LRT,Saturday,0,2006,356
901,LRT,Saturday,0,2006,357
902,LRT,Saturday,0,2006,358
900,LRT,Sunday,0,2006,359
901,LRT,Sunday,0,2006,360
902,LRT,Sunday,0,2006,361
11,Out of Service,Weekday,0,2006,362
12,Out of Service,Weekday,0,2006,363
15,Out of Service,Weekday,568,2006,364
33,Out of Service,Weekday,4317,2006,365
36,Out of Service,Weekday,8286,2006,366
38,Out of Service,Weekday,2309,2006,367
41,Out of Service,Weekday,0,2006,368
43,Out of Service,Weekday,0,2006,369
44,Out of Service,Weekday,466,2006,370
51,Out of Service,Weekday,10619,2006,371
59,Out of Service,Weekday,4159,2006,372
67,Out of Service,Weekday,1152,2006,373
76,Out of Service,Weekday,678,2006,374
85,Out of Service,Weekday,13835,2006,375
141,Out of Service,Weekday,0,2006,376
183,Out of Service,Weekday,0,2006,377
202,Out of Service,Weekday,0,2006,378
203,Out of Service,Weekday,0,2006,379
231,Out of Service,Weekday,0,2006,380
251,Out of Service,Weekday,0,2006,381
252,Out of Service,Weekday,0,2006,382
253,Out of Service,Weekday,0,2006,383
254,Out of Service,Weekday,0,2006,384
255,Out of Service,Weekday,0,2006,385
256,Out of Service,Weekday,0,2006,386
261,Out of Service,Weekday,0,2006,387
305,Out of Service,Weekday,1520,2006,388
920,Out of Service,Weekday,0,2006,389
11,Out of Service,Saturday,0,2006,390
12,Out of Service,Saturday,10773,2006,391
15,Out of Service,Saturday,0,2006,392
33,Out of Service,Saturday,3421,2006,393
36,Out of Service,Saturday,8599,2006,394
38,Out of Service,Saturday,0,2006,395
41,Out of Service,Saturday,0,2006,396
43,Out of Service,Saturday,0,2006,397
44,Out of Service,Saturday,0,2006,398
51,Out of Service,Saturday,1745,2006,399
59,Out of Service,Saturday,0,2006,400
102,Express,Weekday,1278,2007,401
103,Express,Weekday,1251,2007,402
104,Express,Weekday,1061,2007,403
120,Express,Weekday,893,2007,404
121,Express,Weekday,2144,2007,405
122,Express,Weekday,397,2007,406
140,Express,Weekday,1903,2007,407
168,Express,Weekday,0,2007,408
64,Core,Weekday,42750,2008,409
180,Express,Weekday,21067,2007,410
181,Express,Weekday,0,2007,411
182,Express,Weekday,1075,2007,412
185,Express,Weekday,0,2007,413
66,Core,Weekday,72514,2008,414
101,Express,Saturday,0,2007,415
68,Core,Weekday,63155,2008,416
31,Local,Weekday,23391,2007,417
102,Express,Saturday,0,2007,418
70,Core,Weekday,70710,2008,419
35,Local,Weekday,16993,2007,420
103,Express,Saturday,0,2007,421
71,Core,Weekday,25874,2008,422
40,Local,Weekday,8218,2007,423
104,Express,Saturday,0,2007,424
72,Core,Weekday,31235,2008,425
46,Local,Weekday,8954,2007,426
120,Express,Saturday,0,2007,427
73,Core,Weekday,29304,2008,428
47,Local,Weekday,12042,2007,429
121,Express,Saturday,0,2007,430
77,Core,Weekday,29529,2008,431
52,Local,Weekday,4067,2007,432
122,Express,Saturday,0,2007,433
323,Core,Weekday,0,2008,434
53,Local,Weekday,8118,2007,435
140,Express,Saturday,0,2007,436
522,Core,Weekday,76177,2008,437
54,Local,Weekday,14427,2007,438
168,Express,Saturday,0,2007,439
22,Core,Saturday,144047,2008,440
57,Local,Weekday,14959,2007,441
180,Express,Saturday,14661,2007,442
23,Core,Saturday,64275,2008,443
58,Local,Weekday,17381,2007,444
181,Express,Saturday,0,2007,445
25,Core,Saturday,52752,2008,446
63,Local,Weekday,10862,2007,447
182,Express,Saturday,0,2007,448
26,Core,Saturday,31754,2008,449
81,Local,Weekday,40852,2007,450
101,Express,Sunday,0,2007,451
55,Core,Saturday,12105,2008,452
82,Local,Weekday,17639,2007,453
102,Express,Sunday,0,2007,454
60,Core,Saturday,16262,2008,455
89,Local,Weekday,0,2007,456
103,Express,Sunday,0,2007,457
61,Core,Saturday,11651,2008,458
201,Local,Weekday,4096,2007,459
104,Express,Sunday,0,2007,460
62,Core,Saturday,15260,2008,461
10,Local,Saturday,12130,2007,462
120,Express,Sunday,0,2007,463
64,Core,Saturday,23122,2008,464
27,Local,Saturday,7124,2007,465
121,Express,Sunday,0,2007,466
66,Core,Saturday,39728,2008,467
31,Local,Saturday,11178,2007,468
122,Express,Sunday,0,2007,469
68,Core,Saturday,41258,2008,470
35,Local,Saturday,11947,2007,471
140,Express,Sunday,0,2007,472
70,Core,Saturday,45463,2008,473
40,Local,Saturday,4249,2007,474
168,Express,Sunday,0,2007,475
71,Core,Saturday,13777,2008,476
46,Local,Saturday,2528,2007,477
180,Express,Sunday,11932,2007,478
72,Core,Saturday,14870,2008,479
47,Local,Saturday,7083,2007,480
181,Express,Sunday,0,2007,481
73,Core,Saturday,12584,2008,482
52,Local,Saturday,0,2007,483
182,Express,Sunday,0,2007,484
304,Limited,Weekday,2326,2007,485
321,Limited,Weekday,384,2007,486
328,Limited,Weekday,284,2007,487
330,Limited,Weekday,1578,2007,488
304,Limited,Saturday,0,2007,489
321,Limited,Saturday,0,2007,490
328,Limited,Saturday,0,2007,491
330,Limited,Saturday,0,2007,492
304,Limited,Sunday,0,2007,493
321,Limited,Sunday,0,2007,494
328,Limited,Sunday,0,2007,495
330,Limited,Sunday,0,2007,496
10,Local,Weekday,16000,2007,497
27,Local,Weekday,14120,2007,498
77,Core,Saturday,17684,2008,499
323,Core,Saturday,0,2008,500
522,Core,Saturday,49414,2008,501
22,Core,Sunday,141356,2008,502
23,Core,Sunday,54212,2008,503
25,Core,Sunday,44058,2008,504
26,Core,Sunday,26277,2008,505
55,Core,Sunday,8494,2008,506
60,Core,Sunday,13283,2008,507
61,Core,Sunday,9101,2008,508
62,Core,Sunday,12935,2008,509
64,Core,Sunday,16772,2008,510
66,Core,Sunday,32058,2008,511
68,Core,Sunday,34541,2008,512
70,Core,Sunday,36240,2008,513
71,Core,Sunday,11158,2008,514
72,Core,Sunday,12578,2008,515
73,Core,Sunday,10038,2008,516
77,Core,Sunday,12906,2008,517
323,Core,Sunday,0,2008,518
522,Core,Sunday,0,2008,519
101,Express,Weekday,943,2008,520
102,Express,Weekday,1695,2008,521
103,Express,Weekday,1893,2008,522
53,Local,Saturday,0,2007,523
104,Express,Weekday,1194,2008,524
32,Community,Weekday,11402,2008,525
54,Local,Saturday,6323,2007,526
57,Local,Saturday,5879,2007,527
901,LRT,Weekday,0,2007,528
34,Community,Weekday,1248,2008,529
58,Local,Saturday,6777,2007,530
37,Community,Weekday,8421,2008,531
902,LRT,Weekday,0,2007,532
63,Local,Saturday,3693,2007,533
120,Express,Weekday,1753,2008,534
46,Local,Weekday,10464,2008,535
39,Community,Weekday,4798,2008,536
900,LRT,Saturday,0,2007,537
81,Local,Saturday,16630,2007,538
121,Express,Weekday,3344,2008,539
47,Local,Weekday,11447,2008,540
42,Community,Weekday,3886,2008,541
901,LRT,Saturday,0,2007,542
82,Local,Saturday,7884,2007,543
122,Express,Weekday,604,2008,544
52,Local,Weekday,4123,2008,545
45,Community,Weekday,3822,2008,546
902,LRT,Saturday,0,2007,547
89,Local,Saturday,0,2007,548
140,Express,Weekday,1774,2008,549
53,Local,Weekday,10835,2008,550
48,Community,Weekday,5099,2008,551
900,LRT,Sunday,0,2007,552
201,Local,Saturday,0,2007,553
168,Express,Weekday,3012,2008,554
54,Local,Weekday,13221,2008,555
49,Community,Weekday,4879,2008,556
901,LRT,Sunday,0,2007,557
10,Local,Sunday,13649,2007,558
180,Express,Weekday,18995,2008,559
57,Local,Weekday,20893,2008,560
65,Community,Weekday,5493,2008,561
902,LRT,Sunday,0,2007,562
27,Local,Sunday,4711,2007,563
181,Express,Weekday,7353,2008,564
58,Local,Weekday,10416,2008,565
88,Community,Weekday,3926,2008,566
11,Out of Service,Weekday,0,2007,567
31,Local,Sunday,8667,2007,568
182,Express,Weekday,933,2008,569
63,Local,Weekday,12265,2008,570
13,Community,Saturday,906,2008,571
12,Out of Service,Weekday,0,2007,572
35,Local,Sunday,5706,2007,573
185,Express,Weekday,0,2008,574
81,Local,Weekday,15139,2008,575
14,Community,Saturday,993,2008,576
15,Out of Service,Weekday,571,2007,577
40,Local,Sunday,2835,2007,578
101,Express,Saturday,0,2008,579
82,Local,Weekday,18702,2008,580
141,Out of Service,Saturday,0,2007,581
16,Community,Saturday,0,2008,582
33,Out of Service,Weekday,4059,2007,583
46,Local,Sunday,1488,2007,584
102,Express,Saturday,0,2008,585
89,Local,Weekday,2336,2008,586
202,Out of Service,Saturday,1131,2007,587
203,Out of Service,Saturday,0,2007,588
231,Out of Service,Saturday,0,2007,589
251,Out of Service,Saturday,0,2007,590
252,Out of Service,Saturday,0,2007,591
253,Out of Service,Saturday,0,2007,592
254,Out of Service,Saturday,0,2007,593
255,Out of Service,Saturday,0,2007,594
256,Out of Service,Saturday,0,2007,595
305,Out of Service,Saturday,0,2007,596
903,Out of Service,Saturday,0,2007,597
920,Out of Service,Saturday,0,2007,598
11,Out of Service,Sunday,0,2007,599
12,Out of Service,Sunday,11424,2007,600
15,Out of Service,Sunday,0,2007,601
33,Out of Service,Sunday,2478,2007,602
36,Out of Service,Sunday,9279,2007,603
38,Out of Service,Sunday,0,2007,604
41,Out of Service,Sunday,0,2007,605
43,Out of Service,Sunday,0,2007,606
44,Out of Service,Sunday,0,2007,607
51,Out of Service,Sunday,0,2007,608
59,Out of Service,Sunday,0,2007,609
67,Out of Service,Sunday,0,2007,610
76,Out of Service,Sunday,0,2007,611
85,Out of Service,Sunday,0,2007,612
141,Out of Service,Sunday,0,2007,613
202,Out of Service,Sunday,999,2007,614
203,Out of Service,Sunday,0,2007,615
231,Out of Service,Sunday,0,2007,616
251,Out of Service,Sunday,0,2007,617
252,Out of Service,Sunday,0,2007,618
253,Out of Service,Sunday,0,2007,619
254,Out of Service,Sunday,0,2007,620
255,Out of Service,Sunday,0,2007,621
256,Out of Service,Sunday,0,2007,622
261,Out of Service,Sunday,0,2007,623
305,Out of Service,Sunday,0,2007,624
903,Out of Service,Sunday,0,2007,625
920,Out of Service,Sunday,0,2007,626
200,Other,Weekday,0,2007,627
200,Other,Saturday,0,2007,628
200,Other,Sunday,0,2007,629
13,Community,Weekday,3409,2008,630
14,Community,Weekday,1153,2008,631
16,Community,Weekday,2777,2008,632
17,Community,Weekday,1405,2008,633
18,Community,Weekday,2554,2008,634
19,Community,Weekday,3077,2008,635
17,Community,Saturday,739,2008,636
36,Out of Service,Weekday,7849,2007,637
201,Local,Weekday,12047,2008,638
103,Express,Saturday,0,2008,639
47,Local,Sunday,4281,2007,640
18,Community,Saturday,315,2008,641
38,Out of Service,Weekday,2542,2007,642
10,Local,Saturday,9765,2008,643
104,Express,Saturday,0,2008,644
52,Local,Sunday,0,2007,645
19,Community,Saturday,1154,2008,646
41,Out of Service,Weekday,0,2007,647
27,Local,Saturday,8568,2008,648
120,Express,Saturday,0,2008,649
53,Local,Sunday,0,2007,650
32,Community,Saturday,3471,2008,651
43,Out of Service,Weekday,0,2007,652
31,Local,Saturday,3844,2008,653
121,Express,Saturday,0,2008,654
54,Local,Sunday,4211,2007,655
34,Community,Saturday,56,2008,656
44,Out of Service,Weekday,463,2007,657
35,Local,Saturday,9865,2008,658
122,Express,Saturday,0,2008,659
57,Local,Sunday,4886,2007,660
37,Community,Saturday,23,2008,661
51,Out of Service,Weekday,11010,2007,662
40,Local,Saturday,4787,2008,663
140,Express,Saturday,0,2008,664
58,Local,Sunday,5253,2007,665
39,Community,Saturday,3147,2008,666
59,Out of Service,Weekday,5301,2007,667
46,Local,Saturday,2236,2008,668
168,Express,Saturday,0,2008,669
63,Local,Sunday,2745,2007,670
42,Community,Saturday,2738,2008,671
67,Out of Service,Weekday,1330,2007,672
47,Local,Saturday,5920,2008,673
180,Express,Saturday,16569,2008,674
81,Local,Sunday,13799,2007,675
82,Local,Sunday,6554,2007,676
89,Local,Sunday,0,2007,677
201,Local,Sunday,0,2007,678
900,LRT,Weekday,0,2007,679
181,Express,Saturday,0,2008,680
182,Express,Saturday,0,2008,681
101,Express,Sunday,0,2008,682
102,Express,Sunday,0,2008,683
103,Express,Sunday,0,2008,684
104,Express,Sunday,0,2008,685
120,Express,Sunday,0,2008,686
121,Express,Sunday,0,2008,687
122,Express,Sunday,0,2008,688
140,Express,Sunday,0,2008,689
168,Express,Sunday,0,2008,690
180,Express,Sunday,12309,2008,691
181,Express,Sunday,0,2008,692
182,Express,Sunday,0,2008,693
304,Limited,Weekday,2852,2008,694
321,Limited,Weekday,157,2008,695
328,Limited,Weekday,423,2008,696
330,Limited,Weekday,2122,2008,697
304,Limited,Saturday,0,2008,698
321,Limited,Saturday,0,2008,699
328,Limited,Saturday,0,2008,700
330,Limited,Saturday,0,2008,701
304,Limited,Sunday,0,2008,702
321,Limited,Sunday,0,2008,703
328,Limited,Sunday,0,2008,704
330,Limited,Sunday,0,2008,705
10,Local,Weekday,14262,2008,706
27,Local,Weekday,12882,2008,707
31,Local,Weekday,10632,2008,708
35,Local,Weekday,17655,2008,709
40,Local,Weekday,14639,2008,710
76,Out of Service,Weekday,649,2007,711
85,Out of Service,Weekday,12978,2007,712
141,Out of Service,Weekday,0,2007,713
183,Out of Service,Weekday,0,2007,714
202,Out of Service,Weekday,652,2007,715
203,Out of Service,Weekday,427,2007,716
231,Out of Service,Weekday,0,2007,717
251,Out of Service,Weekday,427,2007,718
252,Out of Service,Weekday,0,2007,719
253,Out of Service,Weekday,0,2007,720
254,Out of Service,Weekday,0,2007,721
255,Out of Service,Weekday,0,2007,722
256,Out of Service,Weekday,0,2007,723
261,Out of Service,Weekday,0,2007,724
305,Out of Service,Weekday,1455,2007,725
920,Out of Service,Weekday,0,2007,726
11,Out of Service,Saturday,0,2007,727
12,Out of Service,Saturday,10089,2007,728
15,Out of Service,Saturday,0,2007,729
33,Out of Service,Saturday,3442,2007,730
36,Out of Service,Saturday,8648,2007,731
38,Out of Service,Saturday,0,2007,732
41,Out of Service,Saturday,0,2007,733
43,Out of Service,Saturday,0,2007,734
44,Out of Service,Saturday,0,2007,735
51,Out of Service,Saturday,1782,2007,736
52,Local,Saturday,0,2008,737
59,Out of Service,Saturday,0,2007,738
53,Local,Saturday,0,2008,739
67,Out of Service,Saturday,0,2007,740
54,Local,Saturday,6080,2008,741
76,Out of Service,Saturday,0,2007,742
57,Local,Saturday,10259,2008,743
85,Out of Service,Saturday,0,2007,744
58,Local,Saturday,202,2008,745
63,Local,Saturday,5589,2008,746
81,Local,Saturday,4215,2008,747
82,Local,Saturday,8899,2008,748
89,Local,Saturday,0,2008,749
201,Local,Saturday,0,2008,750
10,Local,Sunday,11116,2008,751
27,Local,Sunday,4722,2008,752
31,Local,Sunday,2007,2008,753
35,Local,Sunday,5457,2008,754
40,Local,Sunday,2145,2008,755
46,Local,Sunday,1678,2008,756
47,Local,Sunday,4236,2008,757
52,Local,Sunday,0,2008,758
53,Local,Sunday,0,2008,759
54,Local,Sunday,3334,2008,760
57,Local,Sunday,7886,2008,761
58,Local,Sunday,377,2008,762
63,Local,Sunday,3475,2008,763
81,Local,Sunday,2502,2008,764
82,Local,Sunday,7321,2008,765
89,Local,Sunday,0,2008,766
